1:69511:69511	NM_001005484
18:21441702:21441702	NM_198129
18:21441717:21441717	NM_198129
18:21481233:21481233	NM_198129
18:21511089:21511089	NM_198129
18:21705440:21705440	NM_001135993
18:21710321:21710321	NM_001135993
18:21739725:21739725	NM_153769
18:22020467:22020467	NM_018439
18:22020543:22020543	NM_018439
18:23865851:23865851	NM_005640
18:23873463:23873463	NM_005640
18:24442392:24442392	NM_001650
18:24442392:24442392	NM_004028
18:25543387:25543387	NM_001792
18:25565082:25565082	NM_001792
18:25570228:25570228	NM_001792
18:28586964:28586964	NM_001941
18:28611139:28611139	NM_024423
18:28720147:28720147	NM_024421
18:28734749:28734749	NM_024421
18:28898294:28898294	NM_001942
18:28913599:28913599	NM_001942
18:28968371:28968371	NM_177986
18:28968959:28968959	NM_177986
18:28986333:28986333	NM_177986
18:28993183:28993183	NM_177986
18:28993501:28993501	NM_177986
18:29038536:29038536	NM_001944
18:29104698:29104698	NM_001943
18:29122799:29122799	NM_001943
18:29126670:29126670	NM_001943
18:29339910:29339910	NM_001034172
18:29432624:29432624	NM_014939
18:29454644:29454644	NM_014939
18:29488804:29488804	NM_014939
18:29497573:29497573	NM_014939
18:29598847:29598847	NM_017831
18:29625685:29625685	NM_017831
18:29788107:29788107	NM_005925
18:29790526:29790526	NM_005925
18:29795101:29795101	NM_005925
18:29797921:29797921	NM_005925
18:30349691:30349691	NM_020805
18:30804756:30804756	NM_198995
18:30804758:30804758	NM_198995
18:30846895:30846895	NM_198995
18:30847180:30847180	NM_198995
18:31320229:31320229	NM_030632
18:31324934:31324934	NM_030632
18:32470291:32470291	NM_001198938
18:32826088:32826088	NM_001135178
18:32917644:32917644	NM_006965
18:33243613:33243613	NM_020474
18:33694120:33694120	NM_012319
18:33702162:33702162	NM_012319
18:33706614:33706614	NM_012319
18:33718326:33718326	NM_001242876
18:33725931:33725931	NM_001242876
18:33750046:33750046	NM_001242876
18:33779821:33779821	NM_017947
18:33780020:33780020	NM_017947
18:33785093:33785093	NM_017947
18:33785185:33785185	NM_017947
18:33831189:33831189	NM_017947
18:34273279:34273279	NM_025135
18:34850846:34850846	NM_001025089
18:40323497:40323497	NM_002930
18:42456653:42456653	NM_001130110
18:42456670:42456670	NM_001130110
18:42529996:42529996	NM_015559
18:42532923:42532923	NM_015559
18:43206985:43206985	NM_007163
18:43246156:43246156	NM_007163
18:43247001:43247001	NM_007163
18:43252883:43252883	NM_007163
18:43497710:43497710	NM_020964
18:43833701:43833701	NM_145055
18:44554927:44554927	NM_145653
18:44555312:44555312	NM_145653
18:44560038:44560038	NM_016427
18:44560429:44560429	NM_016427
18:44561100:44561100	NM_016427
18:44561177:44561177	NM_016427
18:44561619:44561619	NM_016427
18:44561630:44561630	NM_016427
18:46284587:46284587	NM_014772
18:47364009:47364009	NM_001080467
18:47455923:47455923	NM_001080467
18:47563299:47563299	NM_001080467
18:47810351:47810351	NM_001101654
18:47810351:47810351	NM_014593
18:47908556:47908556	NM_001039535
18:47908556:47908556	NM_145060
18:48190440:48190440	NM_002747
18:48333203:48333203	NM_001127175
18:48346024:48346024	NM_001127175
18:49867224:49867224	NM_005215
18:50936994:50936994	NM_005215
18:52895531:52895531	NM_001243226
18:53070914:53070914	NM_001243232
18:53303101:53303101	NM_001243226
18:54339818:54339818	NM_015285
18:54448778:54448778	NM_015285
18:55103512:55103512	NM_004852
18:55104016:55104016	NM_004852
18:55221648:55221648	NM_000140
18:55221648:55221648	NM_001012515
18:55226383:55226383	NM_000140
18:55226383:55226383	NM_001012515
18:55816791:55816791	NM_001144968
18:56149099:56149099	NM_052947
18:56196451:56196451	NM_052947
18:56202768:56202768	NM_052947
18:56202982:56202982	NM_052947
18:56203074:56203074	NM_052947
18:56203120:56203120	NM_052947
18:56203411:56203411	NM_052947
18:56203447:56203447	NM_052947
18:56203891:56203891	NM_052947
18:56203898:56203898	NM_052947
18:56204410:56204410	NM_052947
18:56204671:56204671	NM_052947
18:56204747:56204747	NM_052947
18:56204977:56204977	NM_052947
18:56204991:56204991	NM_052947
18:56205262:56205262	NM_052947
18:56279025:56279025	NM_052947
18:56892947:56892947	NM_001012512
18:56892947:56892947	NM_002091
18:57022754:57022754	NM_005570
18:57026361:57026361	NM_005570
18:59768375:59768375	NM_176787
18:59770033:59770033	NM_176787
18:59774037:59774037	NM_176787
18:59780424:59780424	NM_176787
18:59781800:59781800	NM_176787
18:59805532:59805532	NM_012327
18:59810563:59810563	NM_176787
18:59814268:59814268	NM_176787
18:60027241:60027241	NM_001270950
18:60027241:60027241	NM_001270951
18:60036083:60036083	NM_001278268
18:60036083:60036083	NM_003839
18:60191428:60191428	NM_017742
18:60231851:60231851	NM_017742
18:60237388:60237388	NM_017742
18:61156606:61156606	NM_002639
18:61160287:61160287	NM_002639
18:61170721:61170721	NM_002639
18:61170782:61170782	NM_002639
18:61170925:61170925	NM_002639
18:61325815:61325815	NM_006919
18:61325816:61325816	NM_006919
18:61600384:61600384	NM_005024
18:61647069:61647069	NM_002640
18:61647069:61647069	NM_198833
18:61654463:61654463	NM_001276490
18:61654463:61654463	NM_002640
18:61654463:61654463	NM_198833
18:63489378:63489378	NM_033646
18:63511176:63511176	NM_033646
18:63530016:63530016	NM_033646
18:65178507:65178507	NM_032160
18:66504093:66504093	NM_001093729
18:66504459:66504459	NM_001093729
18:66513615:66513615	NM_001093729
18:67345034:67345034	NM_152721
18:67365668:67365668	NM_152721
18:67531642:67531642	NM_006566
18:67687860:67687860	NM_173630
18:67718688:67718688	NM_173630
18:67755337:67755337	NM_173630
18:67863850:67863850	NM_173630
18:67871343:67871343	NM_173630
18:70209321:70209321	NM_182511
18:70417396:70417396	NM_138966
18:71959075:71959075	NM_148923
18:72021145:72021145	NM_001174123
18:72021717:72021717	NM_001174123
18:72103782:72103782	NM_001044369
18:72228124:72228124	NM_032649
18:72234635:72234635	NM_032649
18:72343008:72343008	NM_017757
18:72345890:72345890	NM_017757
18:72347482:72347482	NM_017757
18:72776121:72776121	NM_017757
18:72914280:72914280	NM_175907
18:74090958:74090958	NM_014643
18:74208486:74208486	NM_001272093
18:74962645:74962645	NM_001480
18:74980809:74980809	NM_001480
18:76753588:76753588	NM_171999
18:76754444:76754444	NM_171999
18:76754466:76754466	NM_171999
18:76754549:76754549	NM_171999
18:77513721:77513721	NM_001202504
18:77513721:77513721	NM_004715
18:77659553:77659553	NM_012283
18:77728135:77728135	NM_001136180
18:77805856:77805856	NM_024805
18:77805949:77805949	NM_024805
18:77891039:77891039	NM_014913
18:77893683:77893683	NM_014913
19:111016:111016	NM_001005240
19:282753:282753	NM_003712
19:282753:282753	NM_177526
19:367089:367089	NM_016585
19:407900:407900	NM_001136263
19:425182:425182	NM_012435
19:464310:464310	NM_182577
19:498524:498524	NM_130760
19:549678:549678	NM_001258351
19:549678:549678	NM_005317
19:603625:603625	NM_001194
19:603634:603634	NM_001194
19:603769:603769	NM_001194
19:603826:603826	NM_001194
19:605093:605093	NM_001194
19:605171:605171	NM_001194
19:613307:613307	NM_001194
19:613898:613898	NM_001194
19:616057:616057	NM_001194
19:617466:617466	NM_005035
19:619021:619021	NM_005035
19:621712:621712	NM_005035
19:625198:625198	NM_005035
19:632915:632915	NM_005035
19:648173:648173	NM_194460
19:652238:652238	NM_194460
19:685833:685833	NM_214710
19:687142:687142	NM_214710
19:691909:691909	NM_214710
19:731144:731144	NM_001040134
19:746712:746712	NM_001040134
19:804327:804327	NM_031991
19:812801:812801	NM_024888
19:829568:829568	NM_001700
19:830854:830854	NM_001700
19:844020:844020	NM_002777
19:852342:852342	NM_001972
19:855966:855966	NM_001972
19:871222:871222	NM_005481
19:872089:872089	NM_005481
19:885818:885818	NM_005481
19:899444:899444	NM_138774
19:920642:920642	NM_032551
19:965043:965043	NM_005224
19:966693:966693	NM_005224
19:971933:971933	NM_005224
19:990281:990281	NM_024100
19:1004687:1004687	NM_138690
19:1004710:1004710	NM_138690
19:1004844:1004844	NM_138690
19:1005230:1005230	NM_138690
19:1005531:1005531	NM_138690
19:1009485:1009485	NM_138690
19:1010691:1010691	NM_001033026
19:1012120:1012120	NM_001033026
19:1014398:1014398	NM_001033026
19:1036444:1036444	NM_004368
19:1036552:1036552	NM_004368
19:1042809:1042809	NM_019112
19:1043103:1043103	NM_019112
19:1047002:1047002	NM_019112
19:1047161:1047161	NM_019112
19:1047336:1047336	NM_019112
19:1051214:1051214	NM_019112
19:1056492:1056492	NM_019112
19:1064193:1064193	NM_019112
19:1065018:1065018	NM_019112
19:1065044:1065044	NM_019112
19:1080311:1080311	NM_001258328
19:1081617:1081617	NM_001258328
19:1085966:1085966	NM_001258328
19:1109595:1109595	NM_014963
19:1113701:1113701	NM_014963
19:1119019:1119019	NM_014963
19:1119963:1119963	NM_014963
19:1122147:1122147	NM_014963
19:1122201:1122201	NM_014963
19:1257041:1257041	NM_177401
19:1277275:1277275	NM_017914
19:1388538:1388538	NM_024407
19:1466134:1466134	NM_005883
19:1534042:1534042	NM_001243079
19:1619333:1619333	NM_003200
19:1619339:1619339	NM_003200
19:1783261:1783261	NM_138813
19:1784890:1784890	NM_138813
19:1784944:1784944	NM_138813
19:1796166:1796166	NM_138813
19:1811547:1811547	NM_138813
19:1821637:1821637	NM_020695
19:1912304:1912304	NM_138422
19:1918134:1918134	NM_079834
19:1986520:1986520	NM_017797
19:1997363:1997363	NM_017797
19:2078409:2078409	NM_130807
19:2226676:2226676	NM_032482
19:2226772:2226772	NM_032482
19:2249477:2249477	NM_000479
19:2252990:2252990	NM_144616
19:2421857:2421857	NM_182973
19:2717256:2717256	NM_145173
19:2762585:2762585	NM_003021
19:2767192:2767192	NM_003021
19:2833802:2833802	NM_001102651
19:2833864:2833864	NM_001102651
19:2834808:2834808	NM_001102651
19:2917287:2917287	NM_173480
19:2917689:2917689	NM_173480
19:2934282:2934282	NM_021217
19:2936623:2936623	NM_021217
19:3062857:3062857	NM_198969
19:3150238:3150238	NM_002068
19:3186085:3186085	NM_020170
19:3224896:3224896	NM_021938
19:3281298:3281298	NM_021938
19:3611972:3611972	NM_021231
19:3614403:3614403	NM_021231
19:3653525:3653525	NM_001195733
19:3653525:3653525	NM_012398
19:3728609:3728609	NM_001267561
19:3730041:3730041	NM_001267561
19:3738649:3738649	NM_001267561
19:3738971:3738971	NM_001267561
19:3750615:3750615	NM_001267561
19:3750622:3750622	NM_001267561
19:3752874:3752874	NM_004886
19:3753874:3753874	NM_004886
19:3767265:3767265	NM_172251
19:3806090:3806090	NM_015174
19:3813906:3813906	NM_015174
19:3831709:3831709	NM_015174
19:4028783:4028783	NM_015897
19:4033462:4033462	NM_015897
19:4102449:4102449	NM_030662
19:4175104:4175104	NM_001193285
19:4180836:4180836	NM_001193285
19:4236996:4236996	NM_005755
19:4251069:4251069	NM_018074
19:4254375:4254375	NM_018074
19:4280186:4280186	NM_020209
19:4288332:4288332	NM_020209
19:4292597:4292597	NM_001169126
19:4292597:4292597	NM_144615
19:4292841:4292841	NM_001169126
19:4292841:4292841	NM_144615
19:4306311:4306311	NM_024333
19:4322990:4322990	NM_024333
19:4325433:4325433	NM_001013841
19:4333711:4333711	NM_001013841
19:4352959:4352959	NM_032868
19:4357555:4357555	NM_032868
19:4442336:4442336	NM_005483
19:4442999:4442999	NM_005483
19:4454000:4454000	NM_025241
19:4454083:4454083	NM_025241
19:4493708:4493708	NM_001001520
19:4493708:4493708	NM_032631
19:4508945:4508945	NM_001080400
19:4511281:4511281	NM_001080400
19:4511453:4511453	NM_001080400
19:4511575:4511575	NM_001080400
19:4511578:4511578	NM_001080400
19:4511580:4511580	NM_001080400
19:4511581:4511581	NM_001080400
19:4511725:4511725	NM_001080400
19:4511737:4511737	NM_001080400
19:4511791:4511791	NM_001080400
19:4511830:4511830	NM_001080400
19:4511908:4511908	NM_001080400
19:4511920:4511920	NM_001080400
19:4511955:4511955	NM_001080400
19:4512669:4512669	NM_001080400
19:4513143:4513143	NM_001080400
19:4513144:4513144	NM_001080400
19:4513559:4513559	NM_001080400
19:4524016:4524016	NM_001013706
19:4525046:4525046	NM_001013706
19:4847713:4847713	NM_001164189
19:4847713:4847713	NM_001164194
19:4847713:4847713	NM_005817
19:4847874:4847874	NM_001164189
19:4847874:4847874	NM_001164194
19:4847874:4847874	NM_005817
19:4852106:4852106	NM_001164189
19:4852106:4852106	NM_001164194
19:4852106:4852106	NM_005817
19:4852137:4852137	NM_001164189
19:4852137:4852137	NM_001164194
19:4852137:4852137	NM_005817
19:4859937:4859937	NM_001164189
19:4859937:4859937	NM_001164194
19:4859937:4859937	NM_005817
19:5041178:5041178	NM_015015
19:5135392:5135392	NM_015015
19:5455796:5455796	NM_181710
19:5456450:5456450	NM_181710
19:5668176:5668176	NM_001201338
19:5668176:5668176	NM_001201339
19:5668176:5668176	NM_002967
19:5696146:5696146	NM_004793
19:5749171:5749171	NM_152784
19:5778517:5778517	NM_152784
19:5786815:5786815	NM_020175
19:5789565:5789565	NM_020175
19:5844649:5844649	NM_000149
19:5892954:5892954	NM_001193375
19:6040135:6040135	NM_000635
19:6042059:6042059	NM_000635
19:6156483:6156483	NM_030924
19:6156510:6156510	NM_030924
19:6312290:6312290	NM_133492
19:6415443:6415443	NM_003685
19:6466482:6466482	NM_174881
19:6477256:6477256	NM_024898
19:6535014:6535014	NM_003811
19:6677989:6677989	NM_000064
19:6697406:6697406	NM_000064
19:6702157:6702157	NM_000064
19:6731057:6731057	NM_001080452
19:6737509:6737509	NM_001080452
19:6737516:6737516	NM_001080452
19:6913811:6913811	NM_001256253
19:6919624:6919624	NM_001256253
19:6919753:6919753	NM_001256253
19:6921868:6921868	NM_001256253
19:7032902:7032902	NM_001136507
19:7141775:7141775	NM_000208
19:7524846:7524846	NM_001130955
19:7524855:7524855	NM_001130955
19:7528734:7528734	NM_001130955
19:7533767:7533767	NM_001130955
19:7533850:7533850	NM_001130955
19:7565813:7565813	NM_198534
19:7569282:7569282	NM_198534
19:7570978:7570978	NM_198534
19:7570990:7570990	NM_198534
19:7571030:7571030	NM_198534
19:7573098:7573098	NM_198534
19:7573287:7573287	NM_198534
19:7573297:7573297	NM_198534
19:7573301:7573301	NM_198534
19:7593048:7593048	NM_020533
19:7605566:7605566	NM_006702
19:7675369:7675369	NM_020902
19:7685843:7685843	NM_020196
19:7694393:7694393	NM_020196
19:7698320:7698320	NM_174895
19:7711221:7711221	NM_006949
19:7743821:7743821	NM_174918
19:7747293:7747293	NM_174894
19:7916620:7916620	NM_145245
19:7928462:7928462	NM_145245
19:7964616:7964616	NM_001268284
19:7964616:7964616	NM_001268285
19:7964616:7964616	NM_025061
19:7968889:7968889	NM_145185
19:7986638:7986638	NM_003083
19:7992126:7992126	NM_006351
19:8000001:8000001	NM_006351
19:8121360:8121360	NM_001201359
19:8121360:8121360	NM_005624
19:8122737:8122737	NM_001201359
19:8122737:8122737	NM_005624
19:8122767:8122767	NM_001201359
19:8122767:8122767	NM_005624
19:8138054:8138054	NM_032447
19:8145921:8145921	NM_032447
19:8152725:8152725	NM_032447
19:8159362:8159362	NM_032447
19:8159409:8159409	NM_032447
19:8160334:8160334	NM_032447
19:8161450:8161450	NM_032447
19:8174220:8174220	NM_032447
19:8176569:8176569	NM_032447
19:8176640:8176640	NM_032447
19:8176919:8176919	NM_032447
19:8196694:8196694	NM_032447
19:8203328:8203328	NM_032447
19:8321946:8321946	NM_024552
19:8326904:8326904	NM_024552
19:8376431:8376431	NM_005001
19:8389520:8389520	NM_198471
19:8399628:8399628	NM_198471
19:8399635:8399635	NM_198471
19:8486884:8486884	NM_001005415
19:8551094:8551094	NM_005968
19:8553630:8553630	NM_005968
19:8563456:8563456	NM_032152
19:8578035:8578035	NM_001146175
19:8613133:8613133	NM_012335
19:8808900:8808900	NM_178525
19:8808942:8808942	NM_178525
19:8841558:8841558	NM_001004699
19:8953922:8953922	NM_145208
19:8961981:8961981	NM_024690
19:8999453:8999453	NM_024690
19:9001833:9001833	NM_024690
19:9001835:9001835	NM_024690
19:9002504:9002504	NM_024690
19:9002519:9002519	NM_024690
19:9003618:9003618	NM_024690
19:9003645:9003645	NM_024690
19:9005674:9005674	NM_024690
19:9005719:9005719	NM_024690
19:9006370:9006370	NM_024690
19:9011412:9011412	NM_024690
19:9014551:9014551	NM_024690
19:9014569:9014569	NM_024690
19:9019605:9019605	NM_024690
19:9024994:9024994	NM_024690
19:9028373:9028373	NM_024690
19:9046876:9046876	NM_024690
19:9048320:9048320	NM_024690
19:9048342:9048342	NM_024690
19:9048421:9048421	NM_024690
19:9049910:9049910	NM_024690
19:9056982:9056982	NM_024690
19:9056989:9056989	NM_024690
19:9057408:9057408	NM_024690
19:9058942:9058942	NM_024690
19:9060085:9060085	NM_024690
19:9060541:9060541	NM_024690
19:9060572:9060572	NM_024690
19:9060605:9060605	NM_024690
19:9060812:9060812	NM_024690
19:9061559:9061559	NM_024690
19:9062544:9062544	NM_024690
19:9063678:9063678	NM_024690
19:9063935:9063935	NM_024690
19:9066874:9066874	NM_024690
19:9069792:9069792	NM_024690
19:9070194:9070194	NM_024690
19:9070225:9070225	NM_024690
19:9071763:9071763	NM_024690
19:9072221:9072221	NM_024690
19:9072313:9072313	NM_024690
19:9072742:9072742	NM_024690
19:9072875:9072875	NM_024690
19:9072975:9072975	NM_024690
19:9074073:9074073	NM_024690
19:9074950:9074950	NM_024690
19:9075217:9075217	NM_024690
19:9075346:9075346	NM_024690
19:9075584:9075584	NM_024690
19:9075635:9075635	NM_024690
19:9075969:9075969	NM_024690
19:9076083:9076083	NM_024690
19:9076163:9076163	NM_024690
19:9076278:9076278	NM_024690
19:9076728:9076728	NM_024690
19:9076858:9076858	NM_024690
19:9076929:9076929	NM_024690
19:9076950:9076950	NM_024690
19:9077060:9077060	NM_024690
19:9077436:9077436	NM_024690
19:9077581:9077581	NM_024690
19:9077803:9077803	NM_024690
19:9080462:9080462	NM_024690
19:9083124:9083124	NM_024690
19:9083427:9083427	NM_024690
19:9083457:9083457	NM_024690
19:9084183:9084183	NM_024690
19:9084299:9084299	NM_024690
19:9085004:9085004	NM_024690
19:9085643:9085643	NM_024690
19:9086318:9086318	NM_024690
19:9087615:9087615	NM_024690
19:9087758:9087758	NM_024690
19:9088017:9088017	NM_024690
19:9088330:9088330	NM_024690
19:9204307:9204307	NM_001004456
19:9213026:9213026	NM_001005193
19:9213079:9213079	NM_001005193
19:9213132:9213132	NM_001005193
19:9236698:9236698	NM_001001958
19:9237435:9237435	NM_001001958
19:9237542:9237542	NM_001001958
19:9296664:9296664	NM_175883
19:9490814:9490814	NM_001172650
19:9492141:9492141	NM_001172650
19:9492141:9492141	NM_003451
19:9492370:9492370	NM_001172650
19:9492370:9492370	NM_003451
19:10089262:10089262	NM_015719
19:10112346:10112346	NM_015719
19:10116375:10116375	NM_015719
19:10116508:10116508	NM_015719
19:10224526:10224526	NM_001198690
19:10226256:10226256	NM_003755
19:10334663:10334663	NM_004230
19:10394792:10394792	NM_000201
19:10395683:10395683	NM_000201
19:10403368:10403368	NM_003259
19:10407169:10407169	NM_003259
19:10419130:10419130	NM_001103167
19:10431799:10431799	NM_133452
19:10446568:10446568	NM_002162
19:10449392:10449392	NM_002162
19:10600442:10600442	NM_203500
19:10625067:10625067	NM_030760
19:10659659:10659659	NM_001281504
19:10659659:10659659	NM_032885
19:10668452:10668452	NM_023008
19:10668673:10668673	NM_023008
19:10672493:10672493	NM_023008
19:10676423:10676423	NM_023008
19:10692000:10692000	NM_005498
19:10738639:10738639	NM_001145056
19:10742170:10742170	NM_001145056
19:10794630:10794630	NM_012218
19:10961024:10961024	NM_001136482
19:11105608:11105608	NM_003072
19:11170839:11170839	NM_003072
19:11303943:11303943	NM_015493
19:11319491:11319491	NM_020812
19:11319632:11319632	NM_020812
19:11326119:11326119	NM_020812
19:11326125:11326125	NM_020812
19:11327608:11327608	NM_020812
19:11327626:11327626	NM_020812
19:11347493:11347493	NM_020812
19:11350340:11350340	NM_018687
19:11350488:11350488	NM_018687
19:11358799:11358799	NM_020812
19:11508177:11508177	NM_001035223
19:11508177:11508177	NM_001161616
19:11526759:11526759	NM_001035223
19:11526759:11526759	NM_001161616
19:11526765:11526765	NM_001035223
19:11526765:11526765	NM_001161616
19:11598240:11598240	NM_138783
19:11725413:11725413	NM_145295
19:12383540:12383540	NM_016264
19:12384580:12384580	NM_016264
19:12502457:12502457	NM_001080821
19:12502787:12502787	NM_001080821
19:12576049:12576049	NM_152601
19:12692001:12692001	NM_020714
19:12958697:12958697	NM_014975
19:12963143:12963143	NM_014975
19:12985576:12985576	NM_014975
19:12989560:12989560	NM_001375
19:13008607:13008607	NM_013976
19:13010520:13010520	NM_013976
19:13255588:13255588	NM_001271611
19:13264398:13264398	NM_004907
19:13397560:13397560	NM_000068
19:13397560:13397560	NM_001127222
19:13397560:13397560	NM_001174080
19:13397560:13397560	NM_023035
19:13445208:13445208	NM_000068
19:13445208:13445208	NM_001127222
19:13445208:13445208	NM_001174080
19:13445208:13445208	NM_023035
19:14038791:14038791	NM_017721
19:14065341:14065341	NM_138353
19:14261799:14261799	NM_001008701
19:14561722:14561722	NM_002741
19:14629150:14629150	NM_006145
19:14752325:14752325	NM_032571
19:14769339:14769339	NM_032571
19:14829749:14829749	NM_032433
19:14863150:14863150	NM_013447
19:14875388:14875388	NM_013447
19:14877799:14877799	NM_013447
19:14877806:14877806	NM_013447
19:14877816:14877816	NM_013447
19:14877820:14877820	NM_013447
19:14877857:14877857	NM_013447
19:14910438:14910438	NM_198944
19:14910440:14910440	NM_198944
19:14910573:14910573	NM_198944
19:14951898:14951898	NM_001005190
19:14991643:14991643	NM_030901
19:15052983:15052983	NM_012377
19:15198024:15198024	NM_001004713
19:15198263:15198263	NM_001004713
19:15198292:15198292	NM_001004713
19:15198441:15198441	NM_001004713
19:15198507:15198507	NM_001004713
19:15198631:15198631	NM_001004713
19:15198751:15198751	NM_001004713
19:15198764:15198764	NM_001004713
19:15226970:15226970	NM_006844
19:15227030:15227030	NM_006844
19:15229993:15229993	NM_006844
19:15302844:15302844	NM_000435
19:15508362:15508362	NM_014371
19:15565646:15565646	NM_022904
19:15582863:15582863	NM_052890
19:15586672:15586672	NM_052890
19:15587185:15587185	NM_052890
19:15587345:15587345	NM_052890
19:15760015:15760015	NM_000896
19:15760053:15760053	NM_000896
19:15760881:15760881	NM_000896
19:15838967:15838967	NM_013939
19:15852223:15852223	NM_013938
19:15852872:15852872	NM_013938
19:15905002:15905002	NM_001004466
19:15905431:15905431	NM_001004466
19:15905468:15905468	NM_001004466
19:15905505:15905505	NM_001004466
19:15918380:15918380	NM_013940
19:15918500:15918500	NM_013940
19:15918647:15918647	NM_013940
19:15918654:15918654	NM_013940
19:15918802:15918802	NM_013940
19:15989730:15989730	NM_001082
19:15996820:15996820	NM_001082
19:16024662:16024662	NM_001128932
19:16025176:16025176	NM_001128932
19:16034714:16034714	NM_001128932
19:16040292:16040292	NM_001128932
19:16045141:16045141	NM_001128932
19:16275655:16275655	NM_054113
19:16339715:16339715	NM_032493
19:16591464:16591464	NM_145046
19:16601194:16601194	NM_145046
19:16611978:16611978	NM_032207
19:16612011:16612011	NM_032207
19:16666101:16666101	NM_024881
19:17004049:17004049	NM_015692
19:17008578:17008578	NM_015692
19:17017878:17017878	NM_015692
19:17091368:17091368	NM_015692
19:17330060:17330060	NM_018467
19:17361064:17361064	NM_031941
19:17361116:17361116	NM_031941
19:17366278:17366278	NM_031941
19:17366313:17366313	NM_031941
19:17389704:17389704	NM_001033549
19:17396549:17396549	NM_001278443
19:17396549:17396549	NM_001278445
19:17396549:17396549	NM_152363
19:17397244:17397244	NM_001278444
19:17435884:17435884	NM_020959
19:17435887:17435887	NM_020959
19:17438642:17438642	NM_020959
19:17448961:17448961	NM_001195422
19:17476145:17476145	NM_031310
19:17547292:17547292	NM_001190844
19:17556054:17556054	NM_001190844
19:17622512:17622512	NM_012088
19:17628587:17628587	NM_012088
19:17648350:17648350	NM_173544
19:17660300:17660300	NM_173544
19:17666636:17666636	NM_024656
19:17837090:17837090	NM_018174
19:17837425:17837425	NM_018174
19:17919024:17919024	NM_014256
19:17922795:17922795	NM_014256
19:17932138:17932138	NM_005543
19:18121466:18121466	NM_001025604
19:18123738:18123738	NM_001025604
19:18180413:18180413	NM_005535
19:18180451:18180451	NM_005535
19:18186575:18186575	NM_005535
19:18186618:18186618	NM_005535
19:18188408:18188408	NM_005535
19:18248146:18248146	NM_015016
19:18273047:18273047	NM_005027
19:18279638:18279638	NM_005027
19:18285944:18285944	NM_006332
19:18288069:18288069	NM_006332
19:18305824:18305824	NM_032683
19:18368810:18368810	NM_001145304
19:18375608:18375608	NM_001145304
19:18375815:18375815	NM_001145304
19:18375846:18375846	NM_001145304
19:18376517:18376517	NM_001145304
19:18376522:18376522	NM_001145304
19:18377274:18377274	NM_001145304
19:18377761:18377761	NM_001145304
19:18378219:18378219	NM_001145304
19:18497137:18497137	NM_004864
19:18497141:18497141	NM_004864
19:18499151:18499151	NM_004864
19:18499238:18499238	NM_004864
19:18502835:18502835	NM_145256
19:18897440:18897440	NM_000095
19:19017862:19017862	NM_007263
19:19212658:19212658	NM_178526
19:19230868:19230868	NM_017814
19:19307797:19307797	NM_003721
19:19369435:19369435	NM_023002
19:19390185:19390185	NM_172231
19:19737686:19737686	NM_004720
19:19823270:19823270	NM_021030
19:20116963:20116963	NM_033196
19:20727932:20727932	NM_001159293
19:20807177:20807177	NM_001076675
19:20807185:20807185	NM_001076675
19:20807438:20807438	NM_001076675
19:20808143:20808143	NM_001076675
19:20808149:20808149	NM_001076675
19:20808374:20808374	NM_001076675
19:20828522:20828522	NM_001076675
19:21131571:21131571	NM_001256173
19:21131571:21131571	NM_003429
19:21131664:21131664	NM_001256173
19:21131664:21131664	NM_003429
19:21131850:21131850	NM_001256173
19:21131850:21131850	NM_003429
19:21131870:21131870	NM_001256173
19:21131870:21131870	NM_003429
19:21132211:21132211	NM_001256173
19:21132211:21132211	NM_003429
19:21132394:21132394	NM_001256173
19:21132394:21132394	NM_003429
19:21132751:21132751	NM_001256173
19:21132751:21132751	NM_003429
19:21300462:21300462	NM_182515
19:21477379:21477379	NM_021269
19:21477431:21477431	NM_021269
19:21492062:21492062	NM_021269
19:21606429:21606429	NM_001076678
19:21719401:21719401	NM_001001415
19:21909948:21909948	NM_173531
19:22154732:22154732	NM_007153
19:22154954:22154954	NM_007153
19:22155520:22155520	NM_007153
19:22156943:22156943	NM_007153
19:22157302:22157302	NM_007153
19:22363448:22363448	NM_001001411
19:22363460:22363460	NM_001001411
19:22363493:22363493	NM_001001411
19:22363508:22363508	NM_001001411
19:22375868:22375868	NM_001001411
19:22574818:22574818	NM_001098626
19:22575488:22575488	NM_001098626
19:22575777:22575777	NM_001098626
19:22586192:22586192	NM_001098626
19:22846623:22846623	NM_020855
19:22846697:22846697	NM_020855
19:22847072:22847072	NM_020855
19:22847084:22847084	NM_020855
19:22847179:22847179	NM_020855
19:22848028:22848028	NM_020855
19:22940192:22940192	NM_001080409
19:22940659:22940659	NM_001080409
19:22940899:22940899	NM_001080409
19:22941191:22941191	NM_001080409
19:22941591:22941591	NM_001080409
19:22941617:22941617	NM_001080409
19:22942061:22942061	NM_001080409
19:22942325:22942325	NM_001080409
19:22942335:22942335	NM_001080409
19:22952111:22952111	NM_001080409
19:23158720:23158720	NM_001267716
19:23159486:23159486	NM_001267716
19:23328940:23328940	NM_001277403
19:23545004:23545004	NM_003430
19:23545250:23545250	NM_003430
19:23837145:23837145	NM_138330
19:23837365:23837365	NM_138330
19:23927468:23927468	NM_138286
19:23928102:23928102	NM_138286
19:29704002:29704002	NM_006003
19:29704010:29704010	NM_006003
19:30193721:30193721	NM_001031726
19:31770009:31770009	NM_020856
